ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total
7421,163001000434,ARMENIA,QUINDIO,NUESTRA SEÑORA DE BELEN,Oficial,A,47,47,5524,245,42,410.110.569,4.831.252.098,5.082.776.546,281.5,284,288,54.93,46.72,85.37,62.34
7422,113468000015,MOMPÓS,BOLIVAR,I.E. NORMAL SUPERIOR DE MOMPOX,Oficial,A,157,150,6652,235,41,5.549.610.138,4.050.378.323,4.550.302.505,276.5,293.5,302,55.35,47.17,84.48,62.33
7423,217388000383,LA MERCED,CALDAS,INSTITUCION EDUCATIVA LLANADAS,Oficial,A,34,33,7848,222,40,4.120.795.727,3.758.023.739,5.617.208.481,295,312,325.5,57.73,44.99,84.28,62.33
7424,219142000671,GUACHENÉ,CAUCA,I.E. JORGE ELIÉCER GAITÁN,Oficial,A,78,71,9067,200,27,435.488.081,4.026.614.666,6.378.852.844,260,269,286,50.75,49.20,87.04,62.33
7425,217388000405,LA MERCED,CALDAS,INSTITUCION EDUCATIVA LA FELISA,Oficial,A,18,16,8671,209,30,3.996.006.489,5.239.833.832,0,264.5,275.5,346,54.75,46.18,86.05,62.33
7426,163001000353,ARMENIA,QUINDIO,NACIONAL JESUS MARIA OCAMPO,Oficial,A,81,74,6967,232,38,3.887.260.437,5.636.621.952,4.170.137.882,275.5,306.5,318.5,56.63,45.65,84.71,62.33
7427,111001086665,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO RAMON DE ZUBIRIA (IED),Oficial,A,180,165,5515,245,40,4.725.029.469,4.190.126.419,4.977.711.678,297.5,291,284,55.88,46.31,84.80,62.33
7428,105107000166,BRICEÑO,ANTIOQUIA,I. E. ANTONIO ROLDAN BETANCUR,Oficial,A,41,40,7199,229,30,4.109.345.913,4.996.411.324,4.398.675.919,287,278,282.5,53.83,45.01,88.13,62.32
7429,125878000029,VIOTÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPTAL. FRANCISCO JOSE DE CALDAS,Oficial,A,55,55,4479,253,36,4.235.105.991,40.817.132,4.492.634.773,301.5,289,291,56.73,42.70,87.54,62.32
7430,154245000607,EL CARMEN,NORTE DE SANTANDER,COL ENRIQUE PARDO FARELO,Oficial,A,61,61,7620,225,46,4.188.138.962,4.105.493.546,5.619.503.975,291,310.5,324.5,57.55,46.38,83.03,62.32
7431,276890000237,YOTOCO,VALLE,IE SAN JUAN BOSCO,Oficial,A,19,17,6507,236,35,4.225.925.922,3.751.242.638,5.206.292.629,302,304.5,303,57.28,43.94,85.73,62.32
7432,213006001185,ACHÍ,BOLIVAR,I.E. SANTA LUCIA,Oficial,A,15,15,9408,183,16,0,3.490.960.121,5.870.944.977,240.5,255.5,284.5,48.18,46.81,91.96,62.31
7433,223464000100,MOMIL,CORDOBA,INSTITUCION EDUCATIVA DE BETULIA,Oficial,A,22,20,9110,199,30,5.356.387.138,3.477.484.465,5.133.786.678,307,265,322.5,54.68,46.56,85.71,62.31
7434,218610000547,SAN JOSÉ DEL FRAGUA,CAQUETA,I.E. RURAL LAS LAJAS,Oficial,A,34,32,7768,223,37,4.865.706.444,4.738.304.615,4.467.837.811,276.5,300.5,302,55.10,46.91,84.93,62.31
7435,144855000506,URUMITA,GUAJIRA,INSTITUCIÓN EDUCATIVA TECNICA INMACULADA LIÑAN,Oficial,A,49,49,6524,236,38,445.485.878,4.309.938.431,5.134.489.059,298.5,274,281,54.48,46.33,86.13,62.31
7436,252356000888,IPIALES,NARIÑO,I.E. MICROEMPRESARIAL LOS ANDES,Oficial,A,16,15,7525,226,37,4.172.944.069,4.795.282.841,5.262.248.993,298,286,279,54.45,47.43,85.05,62.31
7437,105001025844,MEDELLÍN,ANTIOQUIA,INST EDUC ANTONIO DERKA - SANTO DOMINGO,Oficial,A,207,204,5312,247,44,4.464.146.614,4.854.969.978,4.830.607.891,284,277,294,55.10,47.17,84.66,62.31
7438,105001001236,MEDELLÍN,ANTIOQUIA,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,Oficial,A,60,58,6018,240,32,5.678.105.354,4.051.286.221,3.953.050.852,282,270.5,277,53.48,45.61,87.84,62.31
7439,247030000641,ALGARROBO,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL RAFAEL NU¿EZ,Oficial,A,53,53,9163,197,34,4.113.452.435,4.741.481.781,6.113.059.998,246.5,283,308.5,51.75,49.89,85.28,62.31
7440,111001035602,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO JUAN EVANGELISTA GOMEZ (IED),Oficial,A,93,91,4252,255,37,4.278.193.951,4.876.904.488,4.191.609.383,285,295.5,272,55.38,44.49,87.06,62.31
7441,252405000651,LEIVA,NARIÑO,INSTITUCION EDUCATIVA LAS DELICIAS,Oficial,A,17,16,6063,240,39,4.054.864.883,5.638.907.433,0,272.5,258.5,294,53.25,48.47,85.20,62.31
7442,327001003681,QUIBDÓ,CHOCO,COLEGIO BILINGUE,Privado,A,13,13,8255,216,32,4.031.849.384,0,0,240,291.5,442.5,59.50,40.32,87.10,62.31
7443,168081000415,BARRANCABERMEJA,SANTANDER,INSTITUCION EDUCATIVA JONH  F KENNEDY,Oficial,A,176,176,5161,248,41,4.222.723.961,3.851.599.693,5.275.900.364,281.5,308.5,294,56.60,44.50,85.81,62.30
7444,168081000598,BARRANCABERMEJA,SANTANDER,INSTITUCION EDUCATIVA INSTITUTO TECNICO SUPERIOR DE COMERCIO,Oficial,A,227,227,5303,247,43,4.131.115.913,5.387.310.505,4.203.474.522,294,289,290,56.00,45.74,85.17,62.30
7445,223466000671,LA APARTADA,CORDOBA,INSTITUCION EDUCATIVA LA BALSA,Oficial,A,12,10,9116,199,38,0,4.050.034.523,7.263.515.949,248,256,278,49.05,56.57,81.29,62.30
7446,220001066820,VALLEDUPAR,CESAR,INSTITUTO AGRICOLA LA MINA,Oficial,A,39,36,7594,225,36,4.013.039.589,4.309.583.664,5.443.614.006,307,286.5,299,55.88,45.89,85.15,62.30
7447,219022001185,ALMAGUER,CAUCA,INSTITUCION EDUCATIVA LLACUANAS,Oficial,A,6,4,7837,222,37,4.147.774.696,0,4.923.291.683,272,324,394,60.60,45.36,80.95,62.30
7448,270713001101,SAN ONOFRE,SUCRE,I.E. NUEVA VISTA HERMOSA,Oficial,A,11,10,9177,196,17,5.282.146.454,4.141.305.447,5.047.645.092,235.5,255,261,47.38,48.24,91.29,62.30
7449,227025001341,ALTO BAUDÓ,CHOCO,IE MISAEL SOTO CORDOBA,Oficial,A,16,15,9466,176,14,3.652.911.663,4.205.050.468,5.618.067.265,257,285,278,49.80,44.92,92.17,62.30
7450,173001002327,IBAGUÉ,TOLIMA,INST EDUC JOSE ANTONIO RICAURTE,Oficial,A,119,119,3975,258,45,4.255.179.882,4.182.270.527,4.474.863.052,326.5,292.5,297,58.70,43.04,85.15,62.30
7451,441001002747,NEIVA,HUILA,EL CAGUAN,Oficial,A,55,55,5487,245,37,5.321.110.725,3.975.269.556,4.115.720.749,284.5,290,286.5,55.30,44.71,86.88,62.30
7452,111001027324,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO FLORENTINO GONZALEZ (IED),Oficial,A,160,148,4151,256,39,4.200.622.559,4.297.486.782,4.361.744.881,311.5,300.5,296,58.20,42.87,85.79,62.28
7453,273001006645,IBAGUÉ,TOLIMA,INSTITUCION EDUCATIVA SAN FRANCISCO,Oficial,A,34,34,7664,224,35,4.555.274.487,4.759.662.628,4.009.276.867,287,291.5,316.5,55.95,44.41,86.49,62.28
7454,270001038327,SINCELEJO,SUCRE,INSTITUCION EDUCATIVA RURAL SAN RAFAEL,Oficial,A,10,10,7711,223,26,399.230.051,0,4.200.270.176,276,282.5,345,56.33,40.96,89.56,62.28
7455,125871000163,VILLAGÓMEZ,CUNDINAMARCA, INSTITUCION EDUCATIVA DEPARTAMENTAL MISAEL GOMEZ ,Oficial,A,26,26,5332,247,51,4.271.742.821,4.250.098.228,4.522.620.201,299.5,323.5,339.5,60.48,43.48,82.89,62.28
7456,117614000711,RIOSUCIO,CALDAS,INSTITUCION EDUCATIVA LOS FUNDADORES,Oficial,A,89,85,3427,263,46,4.386.234.283,5.604.527.473,4.947.868.824,0,0,0,52.60,49.80,84.44,62.28
7457,120001800006,VALLEDUPAR,CESAR,INSTITUCION EDUCATIVA NELSON MANDELA ,Oficial,A,44,43,5643,244,43,0,4.945.568.562,4.940.547.943,273.5,263,274,52.73,49.43,84.68,62.28
7458,223001001239,MONTERÍA,CORDOBA,INSTITUCION EDUCATIVA BESITO BOLAO,Oficial,A,34,34,6744,234,39,4.112.487.316,403.675.127,6.217.315.674,269.5,270,291,53.23,47.89,85.71,62.28
7459,376111002606,GUADALAJARA DE BUGA,VALLE,COL LA FUENTE DEL SABER,Privado,A,20,20,6356,237,28,4.477.807.999,3.779.829.979,0,282.5,299.5,303,56.10,41.29,89.43,62.27
7460,147555000171,PLATO,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL VICTOR CAMARGO ALVAREZ,Oficial,A,65,65,8503,212,33,4.942.904.949,4.897.264.481,4.690.552.711,260.5,275,289.5,51.85,48.44,86.53,62.27
7461,205837000042,TURBO,ANTIOQUIA,I.E. SAN JOSE DE MULATOS,Oficial,A,26,26,8325,215,34,4.116.762.161,4.058.467.865,5.720.885.754,267,287.5,313.5,54.15,46.32,86.35,62.27
7462,205079000729,BARBOSA,ANTIOQUIA,I. E. R. BUGA,Oficial,A,110,107,8729,208,31,0,5.178.892.136,0,275.5,0,0,48.35,51.79,86.68,62.27
7463,113001012788,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA CIUDAD DE TUNJA,Oficial,A,61,58,5242,247,35,4.238.540.173,5.002.961.159,4.899.339.199,274.5,269,263.5,52.70,47.14,86.98,62.27
7464,405873000325,VIGÍA DEL FUERTE,ANTIOQUIA,I. E. R. ALIANZA PARA EL PROGRESO,Oficial,A,12,12,9455,178,15,0,3.624.956.369,5.761.731.148,247.5,253.5,274,47.65,46.93,92.23,62.27
7465,376563000457,PRADERA,VALLE,INST NUEVA JERUSALEN,Privado,B,7,7,7082,231,51,4.294.316.292,0,0,275.5,344,388.5,61.95,42.94,81.91,62.27
7466,225279000040,FÓMEQUE,CUNDINAMARCA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN LORENZO,Oficial,A,17,16,5411,246,42,4.090.445.518,4.004.981.041,5.424.871.445,282,325,290.5,57.18,45.07,84.56,62.27
7467,425839001071,UBALÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL MAMBITA,Oficial,A,23,22,7304,228,34,4.727.239.132,3.994.968.891,4.887.300.491,289,300.5,282,54.98,45.37,86.46,62.27
7468,168327000096,GÜEPSA,SANTANDER,COLEGIO SANTO DOMINGO SAVIO,Oficial,A,69,64,5862,242,42,490.073.967,3.936.611.176,4.700.862.408,309,297.5,302,57.53,45.13,84.14,62.26
7469,105001019089,MEDELLÍN,ANTIOQUIA,INST EDUC VIDA PARA TODOS,Oficial,A,40,40,5988,241,46,5.908.460.617,4.963.102.818,4.304.842.949,277.5,260.5,265.5,52.23,50.59,83.97,62.26
7470,223807000330,TIERRALTA,CORDOBA,IE LOS MORALES,Oficial,A,49,48,6147,239,35,5.583.809.853,4.491.986.275,3.779.024.363,291.5,266.5,275.5,53.63,46.18,86.97,62.26
7471,376834002680,TULUÁ,VALLE,INSTITUTO MARIA MONTESSORI,Privado,A,14,14,3526,262,46,0,4.435.742.855,0,321.5,272.5,291,57.35,44.36,85.06,62.26
7472,285263000298,PORE,CASANARE,IE ANTONIO NARIÑO,Oficial,A,12,12,6905,232,29,3.815.633.297,3.822.271.824,4.266.372.204,288,330,314,58.20,39.68,88.89,62.26
7473,217777000089,SUPÍA,CALDAS,INSTITUCION EDUCATIVA CAÑAMOMO Y LOMAPRIETA,Oficial,A,40,39,7902,221,37,3.690.469.265,4.587.076.187,484.807.682,291.5,311.5,330,57.70,43.75,85.30,62.25
7474,263130000569,CALARCÁ,QUINDIO,JESUS MARIA MORALES,Oficial,A,16,15,5190,248,45,427.930.069,6.003.772.736,4.655.572.891,288.5,267,262,53.28,49.80,83.68,62.25
7475,213006000103,SAN JACINTO DEL CAUCA,BOLIVAR,INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL DE ASTILLEROS,Oficial,A,23,22,8586,210,26,4.612.394.333,4.122.657.299,5.626.780.033,271,259,267.5,50.38,47.87,88.50,62.25
7476,219364000105,JAMBALÓ,CAUCA,INSTITUCION EDUCATIVA AGROCULTURAL PARA EL DESARROLLO TERRITORIAL UUS KI´PNI KIWE,Oficial,A,15,15,9291,191,25,0,4.800.046.921,0,264.5,264.5,286.5,50.33,48.00,88.43,62.25
7477,223807002511,TIERRALTA,CORDOBA,INSTITUCION EDUCATIVA BATATA,Oficial,A,27,26,8954,203,20,5.024.451.256,5.036.962.986,4.607.159.615,235,244.5,260.5,47.15,48.90,90.70,62.25
7478,108001006687,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL SONIA AHUMADA,Oficial,A,36,35,3979,258,46,4.413.344.383,4.925.992.489,4.427.420.616,299,296,275,56.40,45.89,84.45,62.25
7479,270429000146,MAJAGUAL,SUCRE,INST EDUC LOS PATOS,Oficial,A,16,14,9313,190,24,3.729.384.422,5.774.623.394,5.967.759.132,251.5,244,270,47.78,51.57,87.38,62.24
7480,247161000022,CONCORDIA,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL LUZ MARINA CABALLERO,Oficial,A,24,23,9084,200,35,0,0,0,0,0,0,40.00,0.00,84.49,62.24
7481,225513000032,PACHO,CUNDINAMARCA,I.E.D. INSTITUTO TECNICO AGRICOLA,Oficial,A,44,42,6172,239,38,4.278.972.626,4.244.616.508,4.509.514.809,309,303,301.5,57.63,43.44,85.66,62.24
7482,166001004471,PEREIRA,RISARALDA,IE VILLA SANTANA,Oficial,A,57,55,5262,247,38,4.027.079.105,5.669.404.507,3.999.281.645,286,293,271.5,54.88,45.65,86.20,62.24
7483,215572000938,PUERTO BOYACÁ,BOYACA,I.E.T. AGROPECUARIA EL MARFIL,Oficial,A,28,26,7127,230,36,4.472.709.656,5.638.534.069,392.583.704,282,296.5,280,54.43,46.79,85.50,62.24
7484,205045000134,APARTADÓ,ANTIOQUIA,I.E.R. EL REPOSO,Oficial,A,71,69,6701,234,33,408.493.948,5.408.312.321,4.467.132.568,269,277.5,277,52.88,46.53,87.29,62.23
7485,147001000293,SANTA MARTA,MAGDALENA,INSTITUCION EDUCATIVA DISTRITAL LICEO CELEDON,Oficial,A,63,63,6447,237,42,5.032.491.207,3.853.488.922,0,261,313,335.5,57.33,44.43,84.95,62.23
7486,105045000318,APARTADÓ,ANTIOQUIA,I.E. JOSÉ JOAQUIN VÉLEZ,Oficial,A,81,74,6636,235,38,4.015.586.376,4.371.441.364,5.699.867.249,281.5,280.5,300,54.85,46.96,84.88,62.23
7487,311001045461,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SUMAPAZ,Privado,A,8,8,4322,255,49,4.280.014.038,0,0,297.5,327,320.5,60.00,42.80,83.88,62.23
7488,170418000441,LOS PALMITOS,SUCRE,I.E. CONCENTRACION DE DESARROLLO RURAL,Oficial,A,31,29,8719,208,28,3.780.123.234,4.067.861.557,4.895.475.388,256,299,373.5,56.83,42.48,87.37,62.22
7489,111001013811,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SAN AGUSTIN (IED),Oficial,A,176,172,4662,252,42,4.304.433.346,4.338.774.204,461.919.117,304,289.5,296,57.08,44.21,85.39,62.22
7490,252356000535,IPIALES,NARIÑO,INSTITUCION EDUCATIVA LA VICTORIA,Oficial,A,39,39,5460,245,34,4.209.456.921,4.516.011.715,4.423.388.481,292,286,277.5,55.03,43.83,87.81,62.22
7491,223001001506,MONTERÍA,CORDOBA,INSTITUCIÓN EDUCATIVA GUATEQUE,Oficial,A,6,6,7524,226,37,5.193.284.988,442.994.833,3.985.182.285,303,275,303.5,55.38,45.36,85.93,62.22
7492,111001107867,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO KIMI PERNIA DOMICO,Oficial,A,144,131,5595,244,36,4.275.564.194,4.737.813.473,4.721.846.104,285,286,283,54.90,45.78,85.98,62.22
7493,205147000147,CAREPA,ANTIOQUIA,I. E. R. LA CADENA,Oficial,A,24,23,8431,213,31,5.394.269.943,5.239.406.586,4.013.744.831,272.5,262.5,273.5,51.08,48.82,86.77,62.22
7494,268081000703,BARRANCABERMEJA,SANTANDER,INSTITUCION EDUCATIVA SAN MARCOS EL LLANITO,Oficial,A,24,24,7099,230,31,493.196.106,4.253.230.095,4.447.173.119,298,267.5,266.5,53.10,45.44,88.12,62.22
7495,108758000112,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA TECNICA FRANCISCO DE PAULA SANTANDER,Oficial,A,101,101,6204,239,42,4.143.939.972,4.327.220.917,4.955.386.639,278.5,303,316.5,56.85,44.76,85.05,62.22
7496,213549002424,PINILLOS,BOLIVAR,I.E. DE PALENQUITO,Oficial,A,23,22,8278,216,37,6.239.587.307,4.708.402.157,4.266.166.687,291,261,256,51.20,50.71,84.74,62.22
7497,176001003918,CALI,VALLE,INSTITUCIÓN EDUCATIVA JUAN  XXIII,Oficial,A,94,94,5275,247,40,4.492.351.055,4.856.138.706,4.111.118.793,273.5,297,297,55.73,44.87,86.06,62.22
7498,247692000337,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL LUIS MILLAN VARGAS,Oficial,A,30,27,8869,205,24,3.909.785.032,4.726.148.129,5.233.113.766,273,276.5,284.5,51.95,46.23,88.47,62.22
7499,241013000112,AGRADO,HUILA,IE MONTESITOS,Oficial,A,20,18,6770,234,43,4.459.918.022,3.801.512.718,5.876.432.419,283.5,320,294.5,56.60,47.13,82.92,62.22
7500,108001003548,BARRANQUILLA,ATLANTICO,COLEGIO DISTRITAL OLAYA (ANT. C.E.B. # 108),Oficial,A,106,98,3757,260,46,5.138.055.325,420.568.037,4.084.240.913,308,309,284,58.05,44.76,83.83,62.21
7501,320001068479,VALLEDUPAR,CESAR,LIC. GALOIS,Privado,A,43,41,6543,236,40,4.000.662.327,388.341.403,5.636.846.066,279,296.5,323,56.73,45.07,84.83,62.21
7502,168001002102,BUCARAMANGA,SANTANDER,I E SAN FRANCISCO DE ASIS,Oficial,A,32,30,3812,259,38,5.280.151.844,3.995.703.697,3.855.515.003,275,310.5,284.5,56.45,43.77,86.41,62.21
7503,219256000662,EL TAMBO,CAUCA,I.E. AGROINDUSTRIAL DE QUILCACE,Oficial,A,9,9,6241,238,29,3.838.072.538,4.341.948.032,5.194.532.871,278.5,276.5,265,52.90,44.58,89.14,62.21
7504,219824000371,TOTORÓ,CAUCA,INSTITUCION EDUCATIVA AGROPECUARIA MANUEL JOSE MOSQUERA VIDAL,Oficial,A,32,31,7487,226,33,409.988.308,4.253.377.914,4.923.148.632,276,294.5,313.5,55.50,44.25,86.86,62.21
7505,223672000148,SAN ANTERO,CORDOBA,INST. EDUC. TOMAS SANTO,Oficial,A,44,43,8011,220,45,4.664.305.687,4.770.123.482,5.634.047.985,271,265,319,53.75,50.23,82.63,62.20
7506,219743000180,SILVIA,CAUCA,INST EDUC TEC AMBALO ANTES (INST EDUC MIRAFLORES),Oficial,A,13,10,7644,224,31,4.122.282.982,4.687.633.038,4.441.476.822,294.5,299.5,330,57.40,44.17,85.04,62.20
7507,173616000022,RIOBLANCO,TOLIMA,INSTITUCION EDUCATIVA TECNICA FRANCISCO JULIAN OLAYA,Oficial,A,42,42,6056,240,39,3.835.679.054,5.297.409.058,4.483.026.028,271.5,279.5,313,55.20,45.39,86.02,62.20
7508,111001107115,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO JOSE MARIA VARGAS VILA (IED),Oficial,A,107,103,6282,238,36,4.078.278.065,5.433.233.738,4.704.042.435,284,268,267,52.85,47.39,86.37,62.20
7509,123807000017,TIERRALTA,CORDOBA,INSTITUCION EDUCATIVA BENICIO AGUDELO,Oficial,A,85,77,5055,249,42,417.534.399,4.968.791.008,5.350.677.967,271.5,264.5,296.5,54.08,48.32,84.21,62.20
7510,227077002078,MEDIO BAUDÓ,CHOCO,IE FRANCISCO EUGENIO MOSQUERA,Oficial,A,15,15,9289,191,24,3.954.240.084,0,4.188.001.633,291.5,315.5,343,57.05,40.71,88.84,62.20
7511,108001074534,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. LUIS CARLOS GALAN SARMIENTO (ANT. C.C.E.B. #194),Oficial,A,49,49,8280,216,38,4.417.250.633,5.839.920.521,4.660.804.749,265.5,276,279,51.83,49.73,85.04,62.20
7512,268418000069,LOS SANTOS,SANTANDER,COLEGIO INTEGRADO MESA DE JERIDAS,Oficial,A,60,58,5797,242,34,4.341.956.139,3.952.117.443,4.963.279.247,284,292,284.5,55.13,44.19,87.27,62.20
7513,213430003066,MAGANGUÉ,BOLIVAR,I.E. NUESTRA SEÑORA DEL CARMEN DE BARBOSA,Oficial,A,81,79,8728,208,31,5.357.393.265,5.078.915.596,449.390.173,262,263,269,50.10,49.77,86.71,62.19
7514,105031001583,AMALFI,ANTIOQUIA,I. E. PUEBLO NUEVO,Oficial,A,32,31,6446,237,41,4.375.344.276,535.863.018,419.535.017,285,286,299,55.35,46.43,84.79,62.19
7515,327361002538,UNIÓN PANAMERICANA,CHOCO,IE SAN RAFAEL EL DOS,Oficial,A,12,12,7936,220,24,3.958.328.485,0,6.520.436.287,0,0,0,44.00,52.39,90.16,62.19
7516,113683000085,SANTA ROSA,BOLIVAR,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,Oficial,A,121,115,8334,215,35,3.769.913.197,4.797.417.164,5.648.664.474,253,280,329,53.85,47.39,85.31,62.18
7517,341770000060,SUAZA,HUILA,IE SAN LORENZO,Oficial,A,83,78,4971,249,34,3.927.311.897,3.902.440.071,492.044.735,305,286.5,295,56.78,42.50,87.26,62.18
7518,220175000127,CHIMICHAGUA,CESAR,I. E. LA MATA,Oficial,A,25,23,8956,203,23,4.177.380.085,5.269.044.876,4.248.848.915,279,284,271.5,51.88,45.65,89.01,62.18
7519,144874000347,VILLANUEVA,GUAJIRA,INSTITUCION EDUCATIVA ROQUE DE ALBA,Oficial,A,125,115,5392,246,40,430.405.426,5.391.374.111,4.165.862.083,291.5,291,280,55.43,46.20,84.90,62.17
7520,205837002151,TURBO,ANTIOQUIA,I.E. NUEVO ORIENTE,Oficial,A,12,9,7790,222,21,3.841.204.643,5.847.330.093,3.556.738.377,306.5,250,285,53.18,44.15,89.20,62.17
7521,244650001512,SAN JUAN DEL CESAR,GUAJIRA,INSTITUCION ETNOEDUCATIVO RURAL E INTERNADO ZHARNEKA.,Oficial,A,31,25,8977,203,32,0,0,0,0,0,0,40.60,0.00,83.75,62.17
7522,220013000956,AGUSTÍN CODAZZI,CESAR,I.E. LUIS GIRALDO,Oficial,A,45,45,7399,227,35,4.054.235.458,4.504.074.574,5.069.406.509,272,274,316,54.45,45.43,86.64,62.17
7523,183001001954,FLORENCIA,CAQUETA,BARRIOS UNIDOS DEL SUR,Oficial,A,33,33,3585,261,40,4.277.551.651,4.037.127.495,4.399.371.147,310,294.5,283,57.43,42.38,86.71,62.17
7524,273563000534,PRADO,TOLIMA,INSTITUCION EDUCATIVA JOSE CELESTINO MUTIS,Oficial,A,21,21,6072,240,40,4.148.663.998,5.584.264.755,4.222.760.201,284.5,276.5,284.5,54.28,46.52,85.71,62.17
7525,119807000125,TIMBÍO,CAUCA,INST EDUC CONC ESC GUILLERMO VALENCIA (ANTES SEDE INST EDUC CARLOS ALBAN),Oficial,A,67,64,5297,247,42,484.938.097,3.712.422.848,387.005.806,286.5,351.5,320,60.25,41.44,84.82,62.17
7526,225572000470,PUERTO SALGAR,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL PUERTO LIBRE,Oficial,A,9,9,8217,217,42,0,4.941.117.764,4.918.118.954,291,273.5,287,53.43,49.30,83.78,62.17
7527,223466002649,MONTELÍBANO,CORDOBA,I.E. LA ESPERANZA,Oficial,A,7,6,8318,215,31,5.476.725.578,457.137.537,4.682.191.372,295.5,253,272.5,51.80,49.10,85.60,62.17
7528,197001001670,MITÚ,VAUPES,I.E.D. INAYÁ,Oficial,A,35,34,4191,256,44,4.061.096.191,4.755.713.463,5.405.006.886,281.5,273.5,272.5,54.18,47.41,84.91,62.17
